"GEO_ID","NAME","B28003_001E","B28003_001EA","B28003_001M","B28003_001MA","B28003_002E","B28003_002EA","B28003_002M","B28003_002MA","B28003_003E","B28003_003EA","B28003_003M","B28003_003MA","B28003_004E","B28003_004EA","B28003_004M","B28003_004MA","B28003_005E","B28003_005EA","B28003_005M","B28003_005MA","B28003_006E","B28003_006EA","B28003_006M","B28003_006MA",
"Geography","Geographic Area Name","Estimate!!Total:","Annotation of Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Estimate!!Total:!!Has a computer:","Annotation of Estimate!!Total:!!Has a computer:","Margin of Error!!Total:!!Has a computer:","Annotation of Margin of Error!!Total:!!Has a computer:","Estimate!!Total:!!Has a computer:!!With dial-up Internet subscription alone","Annotation of Estimate!!Total:!!Has a computer:!!With dial-up Internet subscription alone","Margin of Error!!Total:!!Has a computer:!!With dial-up Internet subscription alone","Annotation of Margin of Error!!Total:!!Has a computer:!!With dial-up Internet subscription alone","Estimate!!Total:!!Has a computer:!!With a broadband Internet subscription","Annotation of Estimate!!Total:!!Has a computer:!!With a broadband Internet subscription","Margin of Error!!Total:!!Has a computer:!!With a broadband Internet subscription","Annotation of Margin of Error!!Total:!!Has a computer:!!With a broadband Internet subscription","Estimate!!Total:!!Has a computer:!!Without an Internet subscription","Annotation of Estimate!!Total:!!Has a computer:!!Without an Internet subscription","Margin of Error!!Total:!!Has a computer:!!Without an Internet subscription","Annotation of Margin of Error!!Total:!!Has a computer:!!Without an Internet subscription","Estimate!!Total:!!No computer","Annotation of Estimate!!Total:!!No computer","Margin of Error!!Total:!!No computer","Annotation of Margin of Error!!Total:!!No computer",
"0500000US48311","McMullen County, Texas","270","null","60","null","235","null","59","null","0","null","14","null","199","null","55","null","36","null","27","null","35","null","20","null",
"0500000US48313","Madison County, Texas","4269","null","251","null","3479","null","239","null","13","null","12","null","2922","null","233","null","544","null","142","null","790","null","174","null",
"0500000US48315","Marion County, Texas","4715","null","233","null","3611","null","238","null","19","null","25","null","2948","null","236","null","644","null","165","null","1104","null","189","null",
"0500000US48317","Martin County, Texas","1694","null","105","null","1423","null","121","null","0","null","19","null","1063","null","112","null","360","null","128","null","271","null","99","null",
"0500000US48319","Mason County, Texas","1696","null","124","null","1406","null","133","null","0","null","14","null","1236","null","137","null","170","null","81","null","290","null","109","null",
"0500000US48321","Matagorda County, Texas","13848","null","483","null","11330","null","495","null","75","null","49","null","8729","null","490","null","2526","null","428","null","2518","null","277","null",
"0500000US48323","Maverick County, Texas","16286","null","361","null","12177","null","501","null","0","null","32","null","9691","null","530","null","2486","null","393","null","4109","null","420","null",
"0500000US48325","Medina County, Texas","15682","null","396","null","13155","null","535","null","69","null","67","null","11434","null","489","null","1652","null","303","null","2527","null","394","null",
"0500000US48327","Menard County, Texas","1014","null","118","null","806","null","122","null","7","null","10","null","650","null","110","null","149","null","80","null","208","null","82","null",
"0500000US48329","Midland County, Texas","56998","null","638","null","52753","null","788","null","54","null","46","null","47234","null","996","null","5465","null","669","null","4245","null","529","null",
"0500000US48331","Milam County, Texas","9228","null","307","null","7650","null","316","null","39","null","45","null","6243","null","320","null","1368","null","204","null","1578","null","199","null",
"0500000US48333","Mills County, Texas","1790","null","177","null","1471","null","157","null","14","null","12","null","1274","null","151","null","183","null","62","null","319","null","96","null",
"0500000US48335","Mitchell County, Texas","2382","null","257","null","2014","null","286","null","47","null","60","null","1543","null","232","null","424","null","155","null","368","null","135","null",
"0500000US48337","Montague County, Texas","7800","null","287","null","6806","null","328","null","4","null","6","null","5551","null","328","null","1251","null","253","null","994","null","186","null",
"0500000US48339","Montgomery County, Texas","198649","null","1350","null","189476","null","1647","null","580","null","248","null","177852","null","1660","null","11044","null","1047","null","9173","null","932","null",
"0500000US48341","Moore County, Texas","6733","null","250","null","6111","null","262","null","3","null","4","null","5680","null","286","null","428","null","128","null","622","null","133","null",
"0500000US48343","Morris County, Texas","5117","null","171","null","4338","null","232","null","10","null","13","null","3938","null","232","null","390","null","116","null","779","null","169","null",
"0500000US48345","Motley County, Texas","489","null","55","null","428","null","55","null","0","null","14","null","338","null","59","null","90","null","36","null","61","null","26","null",
"0500000US48347","Nacogdoches County, Texas","23757","null","423","null","20961","null","469","null","138","null","102","null","18546","null","569","null","2277","null","337","null","2796","null","373","null",
"0500000US48349","Navarro County, Texas","17338","null","422","null","14900","null","544","null","62","null","32","null","12979","null","584","null","1859","null","284","null","2438","null","333","null",
"0500000US48351","Newton County, Texas","5315","null","240","null","4385","null","276","null","10","null","12","null","3635","null","305","null","740","null","181","null","930","null","198","null",
"0500000US48353","Nolan County, Texas","5407","null","240","null","4665","null","241","null","8","null","10","null","3878","null","243","null","779","null","163","null","742","null","136","null",
"0500000US48355","Nueces County, Texas","129451","null","1120","null","114690","null","1394","null","195","null","81","null","104359","null","1439","null","10136","null","816","null","14761","null","864","null",
"0500000US48357","Ochiltree County, Texas","3483","null","141","null","3152","null","162","null","15","null","18","null","2599","null","215","null","538","null","165","null","331","null","132","null",
"0500000US48359","Oldham County, Texas","594","null","101","null","536","null","93","null","1","null","2","null","469","null","79","null","66","null","30","null","58","null","25","null",
"0500000US48361","Orange County, Texas","31694","null","581","null","28084","null","661","null","49","null","32","null","25458","null","707","null","2577","null","409","null","3610","null","382","null",
"0500000US48363","Palo Pinto County, Texas","10255","null","321","null","8980","null","349","null","29","null","29","null","7667","null","346","null","1284","null","252","null","1275","null","194","null",
"0500000US48365","Panola County, Texas","8637","null","335","null","7090","null","335","null","112","null","87","null","6247","null","355","null","731","null","165","null","1547","null","276","null",
"0500000US48367","Parker County, Texas","44263","null","640","null","41777","null","657","null","151","null","71","null","37337","null","772","null","4289","null","527","null","2486","null","352","null",
"0500000US48369","Parmer County, Texas","3203","null","124","null","2683","null","153","null","7","null","8","null","2108","null","164","null","568","null","108","null","520","null","122","null",
"0500000US48371","Pecos County, Texas","4656","null","250","null","3724","null","281","null","14","null","14","null","2866","null","308","null","844","null","201","null","932","null","226","null",
"0500000US48373","Polk County, Texas","18033","null","527","null","15414","null","620","null","249","null","125","null","12806","null","621","null","2359","null","402","null","2619","null","353","null",
"0500000US48375","Potter County, Texas","44380","null","487","null","38911","null","646","null","67","null","41","null","32461","null","767","null","6383","null","573","null","5469","null","489","null",
"0500000US48377","Presidio County, Texas","2543","null","188","null","1679","null","188","null","0","null","19","null","1230","null","168","null","449","null","175","null","864","null","187","null",
"0500000US48379","Rains County, Texas","4330","null","206","null","3708","null","209","null","5","null","7","null","3112","null","229","null","591","null","160","null","622","null","136","null",
"0500000US48381","Randall County, Texas","49389","null","608","null","46815","null","672","null","167","null","78","null","43111","null","706","null","3537","null","442","null","2574","null","318","null",
"0500000US48383","Reagan County, Texas","1084","null","76","null","979","null","78","null","0","null","14","null","783","null","114","null","196","null","81","null","105","null","59","null",
"0500000US48385","Real County, Texas","1126","null","156","null","904","null","150","null","0","null","14","null","694","null","127","null","210","null","68","null","222","null","64","null",
"0500000US48387","Red River County, Texas","4963","null","231","null","3733","null","224","null","51","null","36","null","3118","null","237","null","564","null","176","null","1230","null","164","null",
"0500000US48389","Reeves County, Texas","3518","null","187","null","2795","null","188","null","0","null","21","null","2139","null","212","null","656","null","159","null","723","null","115","null",
"0500000US48391","Refugio County, Texas","2547","null","148","null","2073","null","136","null","0","null","19","null","1767","null","140","null","306","null","97","null","474","null","109","null",
"0500000US48393","Roberts County, Texas","301","null","39","null","285","null","39","null","0","null","14","null","245","null","36","null","40","null","23","null","16","null","10","null",
"0500000US48395","Robertson County, Texas","6444","null","213","null","5543","null","256","null","5","null","9","null","4728","null","253","null","810","null","218","null","901","null","172","null",
"0500000US48397","Rockwall County, Texas","33032","null","290","null","32061","null","309","null","8","null","13","null","30642","null","414","null","1411","null","300","null","971","null","205","null",
"0500000US48399","Runnels County, Texas","3896","null","153","null","3213","null","153","null","21","null","18","null","2796","null","152","null","396","null","92","null","683","null","124","null",
"0500000US48401","Rusk County, Texas","18108","null","482","null","15349","null","489","null","334","null","93","null","11186","null","512","null","3829","null","420","null","2759","null","298","null",
"0500000US48403","Sabine County, Texas","4311","null","319","null","3666","null","316","null","29","null","25","null","3196","null","276","null","441","null","146","null","645","null","142","null",
"0500000US48405","San Augustine County, Texas","3451","null","222","null","2705","null","230","null","22","null","24","null","2289","null","226","null","394","null","119","null","746","null","148","null",
"0500000US48407","San Jacinto County, Texas","10043","null","504","null","8735","null","466","null","86","null","79","null","7315","null","493","null","1334","null","291","null","1308","null","277","null",
"0500000US48409","San Patricio County, Texas","22898","null","508","null","20097","null","433","null","25","null","21","null","16421","null","499","null","3651","null","421","null","2801","null","320","null",
"0500000US48411","San Saba County, Texas","2082","null","165","null","1753","null","161","null","11","null","10","null","1534","null","166","null","208","null","76","null","329","null","76","null",
"0500000US48413","Schleicher County, Texas","1075","null","99","null","875","null","110","null","26","null","25","null","694","null","106","null","155","null","61","null","200","null","66","null",
"0500000US48415","Scurry County, Texas","5941","null","235","null","5246","null","282","null","32","null","37","null","4328","null","320","null","886","null","210","null","695","null","186","null",
"0500000US48417","Shackelford County, Texas","1317","null","115","null","1061","null","128","null","2","null","3","null","995","null","129","null","64","null","31","null","256","null","85","null",
"0500000US48419","Shelby County, Texas","9293","null","295","null","7747","null","331","null","134","null","71","null","6375","null","347","null","1238","null","251","null","1546","null","235","null",
"0500000US48421","Sherman County, Texas","1019","null","67","null","878","null","69","null","0","null","14","null","783","null","71","null","95","null","40","null","141","null","42","null",
"0500000US48423","Smith County, Texas","77678","null","1005","null","70923","null","1076","null","131","null","81","null","62421","null","1116","null","8371","null","833","null","6755","null","580","null",
"0500000US48425","Somervell County, Texas","3123","null","213","null","2801","null","238","null","5","null","7","null","2422","null","253","null","374","null","138","null","322","null","110","null",
"0500000US48427","Starr County, Texas","16188","null","351","null","12852","null","460","null","36","null","54","null","8940","null","499","null","3876","null","447","null","3336","null","336","null",
"0500000US48429","Stephens County, Texas","3247","null","189","null","2804","null","185","null","21","null","21","null","2462","null","200","null","321","null","113","null","443","null","119","null",
"0500000US48431","Sterling County, Texas","458","null","52","null","413","null","54","null","0","null","14","null","375","null","53","null","38","null","28","null","45","null","33","null",
"0500000US48433","Stonewall County, Texas","580","null","62","null","486","null","58","null","3","null","4","null","445","null","58","null","38","null","22","null","94","null","38","null",
"0500000US48435","Sutton County, Texas","1412","null","167","null","1070","null","150","null","0","null","14","null","723","null","132","null","347","null","101","null","342","null","100","null",
"0500000US48437","Swisher County, Texas","2505","null","166","null","2116","null","158","null","7","null","9","null","1838","null","165","null","271","null","105","null","389","null","100","null",
"0500000US48439","Tarrant County, Texas","708252","null","2589","null","668577","null","2669","null","1544","null","325","null","612046","null","3303","null","54987","null","1937","null","39675","null","1321","null",
"0500000US48441","Taylor County, Texas","49868","null","737","null","44865","null","796","null","53","null","40","null","38192","null","789","null","6620","null","504","null","5003","null","426","null",
"0500000US48443","Terrell County, Texas","418","null","84","null","309","null","83","null","0","null","14","null","244","null","75","null","65","null","47","null","109","null","55","null",
"0500000US48445","Terry County, Texas","4061","null","260","null","3461","null","273","null","22","null","24","null","2839","null","253","null","600","null","154","null","600","null","126","null",
"0500000US48447","Throckmorton County, Texas","668","null","59","null","554","null","61","null","7","null","6","null","438","null","57","null","109","null","43","null","114","null","32","null",
"0500000US48449","Titus County, Texas","10893","null","257","null","9396","null","305","null","28","null","32","null","7989","null","317","null","1379","null","240","null","1497","null","244","null",
"0500000US48451","Tom Green County, Texas","43314","null","596","null","38168","null","661","null","98","null","59","null","33512","null","770","null","4558","null","560","null","5146","null","386","null",
"0500000US48453","Travis County, Texas","472361","null","1999","null","449262","null","2434","null","755","null","204","null","414516","null","2711","null","33991","null","1529","null","23099","null","1336","null",
"0500000US48455","Trinity County, Texas","6030","null","284","null","4947","null","276","null","51","null","30","null","3812","null","255","null","1084","null","193","null","1083","null","181","null",
"0500000US48457","Tyler County, Texas","7100","null","353","null","5749","null","366","null","36","null","31","null","4692","null","324","null","1021","null","244","null","1351","null","222","null",
"0500000US48459","Upshur County, Texas","14108","null","388","null","12197","null","495","null","79","null","57","null","10973","null","501","null","1145","null","222","null","1911","null","270","null",
"0500000US48461","Upton County, Texas","1332","null","100","null","1038","null","99","null","0","null","14","null","664","null","100","null","374","null","79","null","294","null","65","null",
"0500000US48463","Uvalde County, Texas","8841","null","282","null","6860","null","333","null","88","null","62","null","5708","null","389","null","1064","null","280","null","1981","null","304","null",
"0500000US48465","Val Verde County, Texas","15779","null","447","null","13095","null","535","null","2","null","4","null","10535","null","562","null","2558","null","421","null","2684","null","355","null",
"0500000US48467","Van Zandt County, Texas","20156","null","413","null","17372","null","448","null","68","null","47","null","14314","null","526","null","2990","null","397","null","2784","null","338","null",
"0500000US48469","Victoria County, Texas","32255","null","554","null","28146","null","631","null","124","null","73","null","22612","null","596","null","5410","null","550","null","4109","null","420","null",
"0500000US48471","Walker County, Texas","21963","null","843","null","19826","null","833","null","84","null","62","null","17599","null","864","null","2143","null","322","null","2137","null","361","null",
"0500000US48473","Waller County, Texas","15171","null","445","null","13665","null","473","null","71","null","60","null","10584","null","546","null","3010","null","473","null","1506","null","300","null",
"0500000US48475","Ward County, Texas","3978","null","167","null","3377","null","163","null","14","null","14","null","2803","null","172","null","560","null","121","null","601","null","122","null",
"0500000US48477","Washington County, Texas","12625","null","525","null","10132","null","550","null","35","null","39","null","9102","null","564","null","995","null","277","null","2493","null","336","null",
"0500000US48479","Webb County, Texas","74789","null","642","null","60565","null","1010","null","295","null","112","null","49034","null","1037","null","11236","null","778","null","14224","null","796","null",
"0500000US48481","Wharton County, Texas","15199","null","287","null","12504","null","373","null","155","null","91","null","10466","null","413","null","1883","null","291","null","2695","null","309","null",
"0500000US48483","Wheeler County, Texas","2183","null","104","null","1934","null","108","null","21","null","21","null","1584","null","116","null","329","null","74","null","249","null","55","null",
"0500000US48485","Wichita County, Texas","48356","null","844","null","42534","null","876","null","122","null","70","null","37026","null","912","null","5386","null","529","null","5822","null","476","null",
"0500000US48487","Wilbarger County, Texas","5180","null","248","null","4321","null","335","null","0","null","21","null","3381","null","326","null","940","null","225","null","859","null","216","null",
"0500000US48489","Willacy County, Texas","5782","null","183","null","4706","null","231","null","54","null","43","null","3402","null","291","null","1250","null","232","null","1076","null","164","null",
"0500000US48491","Williamson County, Texas","180160","null","1247","null","174068","null","1366","null","326","null","104","null","166317","null","1510","null","7425","null","649","null","6092","null","522","null",
"0500000US48493","Wilson County, Texas","15733","null","300","null","14376","null","372","null","86","null","80","null","12963","null","414","null","1327","null","197","null","1357","null","239","null",
"0500000US48495","Winkler County, Texas","2619","null","121","null","2173","null","174","null","27","null","30","null","1830","null","178","null","316","null","118","null","446","null","134","null",
"0500000US48497","Wise County, Texas","22369","null","370","null","20394","null","413","null","71","null","40","null","17249","null","524","null","3074","null","450","null","1975","null","314","null",
"0500000US48499","Wood County, Texas","16510","null","475","null","14408","null","500","null","107","null","67","null","12653","null","479","null","1648","null","247","null","2102","null","321","null",
"0500000US48501","Yoakum County, Texas","2617","null","147","null","2344","null","206","null","0","null","19","null","1962","null","211","null","382","null","145","null","273","null","144","null",
"0500000US48503","Young County, Texas","7307","null","282","null","6344","null","339","null","81","null","55","null","5418","null","381","null","845","null","179","null","963","null","217","null",
"0500000US48505","Zapata County, Texas","4503","null","274","null","3775","null","314","null","0","null","21","null","2592","null","285","null","1183","null","284","null","728","null","172","null",
"0500000US48507","Zavala County, Texas","3571","null","175","null","2654","null","275","null","20","null","34","null","1846","null","244","null","788","null","194","null","917","null","221","null",
"0500000US49001","Beaver County, Utah","2282","null","116","null","2046","null","123","null","5","null","5","null","1692","null","138","null","349","null","114","null","236","null","84","null",
"0500000US49003","Box Elder County, Utah","17569","null","265","null","16278","null","324","null","154","null","86","null","15092","null","366","null","1032","null","175","null","1291","null","203","null",
"0500000US49005","Cache County, Utah","38393","null","459","null","36853","null","477","null","76","null","40","null","33602","null","554","null","3175","null","374","null","1540","null","254","null",
"0500000US49007","Carbon County, Utah","7829","null","210","null","7035","null","228","null","33","null","22","null","6261","null","230","null","741","null","134","null","794","null","126","null",
"0500000US49009","Daggett County, Utah","163","null","44","null","151","null","42","null","3","null","4","null","140","null","41","null","8","null","9","null","12","null","11","null",
"0500000US49011","Davis County, Utah","104551","null","663","null","101118","null","701","null","283","null","109","null","95224","null","1013","null","5611","null","556","null","3433","null","300","null",
"0500000US49013","Duchesne County, Utah","6868","null","149","null","6326","null","162","null","11","null","13","null","5760","null","171","null","555","null","82","null","542","null","68","null",
"0500000US49015","Emery County, Utah","3665","null","138","null","3242","null","143","null","3","null","5","null","2937","null","145","null","302","null","62","null","423","null","77","null",
"0500000US49017","Garfield County, Utah","1760","null","137","null","1621","null","135","null","19","null","13","null","1427","null","130","null","175","null","49","null","139","null","45","null",
"0500000US49019","Grand County, Utah","4191","null","245","null","3882","null","259","null","26","null","37","null","3733","null","242","null","123","null","78","null","309","null","143","null",
"0500000US49021","Iron County, Utah","17015","null","359","null","16113","null","420","null","138","null","94","null","14251","null","412","null","1724","null","312","null","902","null","218","null",
"0500000US49023","Juab County, Utah","3464","null","86","null","3161","null","121","null","25","null","25","null","2745","null","136","null","391","null","98","null","303","null","80","null",
"0500000US49025","Kane County, Utah","2643","null","206","null","2430","null","215","null","21","null","24","null","2063","null","200","null","346","null","121","null","213","null","89","null",
"0500000US49027","Millard County, Utah","4337","null","161","null","4105","null","166","null","27","null","20","null","3549","null","197","null","529","null","131","null","232","null","54","null",
"0500000US49029","Morgan County, Utah","3365","null","87","null","3265","null","100","null","23","null","28","null","3185","null","105","null","57","null","36","null","100","null","49","null",
"0500000US49031","Piute County, Utah","532","null","51","null","473","null","49","null","14","null","11","null","410","null","48","null","49","null","22","null","59","null","22","null",
"0500000US49033","Rich County, Utah","635","null","91","null","619","null","89","null","16","null","13","null","537","null","80","null","66","null","33","null","16","null","10","null",
"0500000US49035","Salt Lake County, Utah","374820","null","1371","null","357444","null","1654","null","1175","null","202","null","327640","null","1875","null","28629","null","1396","null","17376","null","924","null",
"0500000US49037","San Juan County, Utah","4311","null","174","null","2878","null","168","null","80","null","80","null","2234","null","162","null","564","null","128","null","1433","null","141","null",
"0500000US49039","Sanpete County, Utah","8643","null","285","null","7966","null","321","null","84","null","51","null","7030","null","316","null","852","null","184","null","677","null","119","null",
"0500000US49041","Sevier County, Utah","7364","null","177","null","6881","null","193","null","42","null","22","null","6120","null","219","null","719","null","138","null","483","null","85","null",
"0500000US49043","Summit County, Utah","14220","null","361","null","13785","null","333","null","25","null","22","null","13134","null","367","null","626","null","158","null","435","null","133","null",
"0500000US49045","Tooele County, Utah","20478","null","283","null","19458","null","346","null","85","null","71","null","18497","null","371","null","876","null","154","null","1020","null","212","null",
"0500000US49047","Uintah County, Utah","10569","null","381","null","9625","null","397","null","105","null","86","null","8740","null","419","null","780","null","214","null","944","null","194","null",
"0500000US49049","Utah County, Utah","165991","null","821","null","162144","null","884","null","447","null","111","null","144190","null","1072","null","17507","null","792","null","3847","null","375","null",
"0500000US49051","Wasatch County, Utah","9879","null","318","null","9494","null","326","null","96","null","54","null","8882","null","335","null","516","null","163","null","385","null","110","null",
"0500000US49053","Washington County, Utah","57144","null","747","null","53596","null","808","null","269","null","91","null","49165","null","846","null","4162","null","487","null","3548","null","427","null",
"0500000US49055","Wayne County, Utah","1000","null","88","null","873","null","92","null","20","null","20","null","773","null","88","null","80","null","34","null","127","null","51","null",
"0500000US49057","Weber County, Utah","83632","null","679","null","78520","null","679","null","244","null","94","null","72567","null","808","null","5709","null","494","null","5112","null","408","null",
"0500000US50001","Addison County, Vermont","14584","null","296","null","13235","null","336","null","131","null","39","null","12089","null","312","null","1015","null","138","null","1349","null","162","null",
"0500000US50003","Bennington County, Vermont","14581","null","356","null","13075","null","381","null","146","null","56","null","11735","null","395","null","1194","null","194","null","1506","null","221","null",
"0500000US50005","Caledonia County, Vermont","12434","null","268","null","10653","null","298","null","135","null","54","null","9315","null","312","null","1203","null","183","null","1781","null","235","null",
"0500000US50007","Chittenden County, Vermont","66160","null","541","null","61685","null","705","null","227","null","78","null","56098","null","785","null","5360","null","564","null","4475","null","505","null",
"0500000US50009","Essex County, Vermont","2740","null","124","null","2204","null","123","null","48","null","17","null","1929","null","120","null","227","null","58","null","536","null","82","null",
"0500000US50011","Franklin County, Vermont","18563","null","380","null","16286","null","397","null","122","null","57","null","14983","null","449","null","1181","null","249","null","2277","null","268","null",
"0500000US50013","Grand Isle County, Vermont","2956","null","120","null","2726","null","120","null","32","null","19","null","2488","null","118","null","206","null","62","null","230","null","73","null",
"0500000US50015","Lamoille County, Vermont","10546","null","361","null","9670","null","369","null","121","null","54","null","8602","null","396","null","947","null","212","null","876","null","188","null",
"0500000US50017","Orange County, Vermont","12279","null","251","null","10764","null","283","null","221","null","66","null","9663","null","292","null","880","null","128","null","1515","null","167","null",
"0500000US50019","Orleans County, Vermont","11779","null","251","null","9812","null","271","null","124","null","36","null","8896","null","287","null","792","null","130","null","1967","null","193","null",
"0500000US50021","Rutland County, Vermont","25338","null","434","null","22387","null","480","null","114","null","48","null","20148","null","502","null","2125","null","299","null","2951","null","299","null",
"0500000US50023","Washington County, Vermont","24828","null","359","null","22135","null","457","null","133","null","42","null","20357","null","452","null","1645","null","313","null","2693","null","297","null",
"0500000US50025","Windham County, Vermont","18943","null","419","null","17056","null","462","null","151","null","53","null","13741","null","424","null","3164","null","328","null","1887","null","194","null",
"0500000US50027","Windsor County, Vermont","24298","null","517","null","22037","null","543","null","119","null","45","null","19943","null","592","null","1975","null","300","null","2261","null","256","null",
"0500000US51001","Accomack County, Virginia","13438","null","530","null","10898","null","486","null","84","null","40","null","9151","null","440","null","1663","null","334","null","2540","null","352","null",
"0500000US51003","Albemarle County, Virginia","41496","null","632","null","38638","null","743","null","232","null","83","null","35237","null","825","null","3169","null","342","null","2858","null","350","null",
"0500000US51005","Alleghany County, Virginia","6600","null","206","null","5381","null","214","null","60","null","49","null","4576","null","209","null","745","null","170","null","1219","null","156","null",
"0500000US51007","Amelia County, Virginia","4954","null","198","null","4123","null","210","null","16","null","15","null","3553","null","214","null","554","null","134","null","831","null","223","null",
"0500000US51009","Amherst County, Virginia","12160","null","344","null","9879","null","401","null","77","null","55","null","8334","null","413","null","1468","null","296","null","2281","null","272","null",
"0500000US51011","Appomattox County, Virginia","6091","null","218","null","4982","null","232","null","20","null","24","null","4221","null","234","null","741","null","151","null","1109","null","187","null",
"0500000US51013","Arlington County, Virginia","107032","null","813","null","102425","null","967","null","274","null","119","null","97511","null","975","null","4640","null","499","null","4607","null","497","null",
"0500000US51015","Augusta County, Virginia","29539","null","529","null","25607","null","556","null","161","null","83","null","22212","null","673","null","3234","null","456","null","3932","null","445","null",
"0500000US51017","Bath County, Virginia","1801","null","236","null","1420","null","203","null","16","null","26","null","1221","null","181","null","183","null","99","null","381","null","202","null",
"0500000US51019","Bedford County, Virginia","31317","null","515","null","27178","null","545","null","240","null","84","null","23630","null","630","null","3308","null","396","null","4139","null","434","null",
"0500000US51021","Bland County, Virginia","2367","null","191","null","1910","null","173","null","14","null","17","null","1605","null","181","null","291","null","114","null","457","null","103","null",
"0500000US51023","Botetourt County, Virginia","13264","null","283","null","11768","null","332","null","65","null","64","null","10585","null","309","null","1118","null","209","null","1496","null","227","null",
"0500000US51025","Brunswick County, Virginia","6037","null","257","null","4732","null","288","null","17","null","26","null","3946","null","285","null","769","null","200","null","1305","null","196","null",
"0500000US51027","Buchanan County, Virginia","8569","null","372","null","6224","null","382","null","46","null","34","null","5430","null","367","null","748","null","203","null","2345","null","240","null",
"0500000US51029","Buckingham County, Virginia","5826","null","249","null","4734","null","263","null","65","null","41","null","3701","null","244","null","968","null","204","null","1092","null","207","null",
"0500000US51031","Campbell County, Virginia","23071","null","356","null","19615","null","477","null","189","null","80","null","16801","null","479","null","2625","null","369","null","3456","null","329","null",
"0500000US51033","Caroline County, Virginia","10946","null","475","null","9644","null","469","null","95","null","61","null","7999","null","450","null","1550","null","304","null","1302","null","216","null",
"0500000US51035","Carroll County, Virginia","12357","null","415","null","9677","null","431","null","38","null","33","null","8298","null","484","null","1341","null","328","null","2680","null","356","null",
"0500000US51036","Charles City County, Virginia","2896","null","93","null","2290","null","105","null","48","null","21","null","1770","null","91","null","472","null","83","null","606","null","83","null",
"0500000US51037","Charlotte County, Virginia","4661","null","237","null","3322","null","251","null","118","null","91","null","2744","null","256","null","460","null","115","null","1339","null","158","null",
"0500000US51041","Chesterfield County, Virginia","124971","null","690","null","118202","null","833","null","261","null","94","null","112046","null","915","null","5895","null","509","null","6769","null","478","null",
"0500000US51043","Clarke County, Virginia","5612","null","173","null","5100","null","233","null","12","null","18","null","4377","null","263","null","711","null","185","null","512","null","159","null",
"0500000US51045","Craig County, Virginia","2297","null","177","null","1997","null","185","null","67","null","55","null","1688","null","182","null","242","null","110","null","300","null","117","null",
"0500000US51047","Culpeper County, Virginia","17071","null","328","null","15343","null","358","null","167","null","84","null","14176","null","410","null","1000","null","208","null","1728","null","264","null",
"0500000US51049","Cumberland County, Virginia","3975","null","176","null","3165","null","225","null","45","null","53","null","2368","null","259","null","752","null","177","null","810","null","165","null",
"0500000US51051","Dickenson County, Virginia","5778","null","237","null","4305","null","297","null","37","null","40","null","3523","null","293","null","745","null","154","null","1473","null","212","null",
"0500000US51053","Dinwiddie County, Virginia","10401","null","307","null","8927","null","307","null","71","null","64","null","7691","null","383","null","1165","null","225","null","1474","null","237","null",
"0500000US51057","Essex County, Virginia","4555","null","206","null","3677","null","233","null","31","null","24","null","2775","null","235","null","871","null","197","null","878","null","165","null",
"0500000US51059","Fairfax County, Virginia","396501","null","1351","null","385225","null","1589","null","1007","null","277","null","370915","null","1775","null","13303","null","783","null","11276","null","717","null",
"0500000US51061","Fauquier County, Virginia","24562","null","339","null","22667","null","369","null","134","null","53","null","21469","null","389","null","1064","null","176","null","1895","null","229","null",
"0500000US51063","Floyd County, Virginia","6493","null","248","null","5301","null","269","null","19","null","30","null","4756","null","287","null","526","null","147","null","1192","null","196","null",
"0500000US51065","Fluvanna County, Virginia","9923","null","215","null","9149","null","252","null","27","null","33","null","8468","null","277","null","654","null","191","null","774","null","171","null",
"0500000US51067","Franklin County, Virginia","22997","null","552","null","19205","null","595","null","198","null","94","null","16778","null","652","null","2229","null","347","null","3792","null","463","null",
"0500000US51069","Frederick County, Virginia","31503","null","418","null","28515","null","441","null","104","null","53","null","25272","null","591","null","3139","null","434","null","2988","null","276","null",
"0500000US51071","Giles County, Virginia","6910","null","238","null","5567","null","243","null","54","null","31","null","4974","null","262","null","539","null","149","null","1343","null","200","null",
"0500000US51073","Gloucester County, Virginia","14786","null","360","null","13470","null","439","null","48","null","41","null","12445","null","472","null","977","null","238","null","1316","null","275","null",
"0500000US51075","Goochland County, Virginia","8506","null","276","null","7721","null","302","null","13","null","18","null","7077","null","275","null","631","null","213","null","785","null","154","null",
"0500000US51077","Grayson County, Virginia","6498","null","458","null","5081","null","498","null","30","null","24","null","4432","null","493","null","619","null","115","null","1417","null","188","null",
"0500000US51079","Greene County, Virginia","7548","null","206","null","6957","null","271","null","36","null","39","null","6401","null","277","null","520","null","157","null","591","null","202","null",
"0500000US51081","Greensville County, Virginia","3647","null","184","null","2901","null","208","null","10","null","17","null","2286","null","215","null","605","null","171","null","746","null","141","null",
"0500000US51083","Halifax County, Virginia","14158","null","448","null","9635","null","492","null","49","null","33","null","7963","null","434","null","1623","null","254","null","4523","null","405","null",
"0500000US51085","Hanover County, Virginia","38987","null","377","null","36276","null","480","null","115","null","58","null","33384","null","535","null","2777","null","340","null","2711","null","307","null",
