"GEO_ID","NAME","B28003_001E","B28003_001EA","B28003_001M","B28003_001MA","B28003_002E","B28003_002EA","B28003_002M","B28003_002MA","B28003_003E","B28003_003EA","B28003_003M","B28003_003MA","B28003_004E","B28003_004EA","B28003_004M","B28003_004MA","B28003_005E","B28003_005EA","B28003_005M","B28003_005MA","B28003_006E","B28003_006M","B28003_006MA","B28003_006EA",
"Geography","Geographic Area Name","Estimate!!Total:","Annotation of Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Estimate!!Total:!!Has a computer:","Annotation of Estimate!!Total:!!Has a computer:","Margin of Error!!Total:!!Has a computer:","Annotation of Margin of Error!!Total:!!Has a computer:","Estimate!!Total:!!Has a computer:!!With dial-up Internet subscription alone","Annotation of Estimate!!Total:!!Has a computer:!!With dial-up Internet subscription alone","Margin of Error!!Total:!!Has a computer:!!With dial-up Internet subscription alone","Annotation of Margin of Error!!Total:!!Has a computer:!!With dial-up Internet subscription alone","Estimate!!Total:!!Has a computer:!!With a broadband Internet subscription","Annotation of Estimate!!Total:!!Has a computer:!!With a broadband Internet subscription","Margin of Error!!Total:!!Has a computer:!!With a broadband Internet subscription","Annotation of Margin of Error!!Total:!!Has a computer:!!With a broadband Internet subscription","Estimate!!Total:!!Has a computer:!!Without an Internet subscription","Annotation of Estimate!!Total:!!Has a computer:!!Without an Internet subscription","Margin of Error!!Total:!!Has a computer:!!Without an Internet subscription","Annotation of Margin of Error!!Total:!!Has a computer:!!Without an Internet subscription","Estimate!!Total:!!No computer","Margin of Error!!Total:!!No computer","Annotation of Margin of Error!!Total:!!No computer","Annotation of Estimate!!Total:!!No computer",
"0500000US27031","Cook County, Minnesota","2499","null","166","null","2352","null","166","null","11","null","12","null","2232","null","163","null","109","null","35","null","147","56","null","null",
"0500000US27033","Cottonwood County, Minnesota","4666","null","127","null","4143","null","126","null","21","null","16","null","3759","null","135","null","363","null","81","null","523","96","null","null",
"0500000US27035","Crow Wing County, Minnesota","27539","null","412","null","25638","null","474","null","153","null","56","null","23305","null","546","null","2180","null","274","null","1901","235","null","null",
"0500000US27037","Dakota County, Minnesota","166790","null","601","null","160620","null","911","null","276","null","84","null","153342","null","1104","null","7002","null","705","null","6170","616","null","null",
"0500000US27039","Dodge County, Minnesota","7722","null","152","null","7203","null","178","null","28","null","30","null","6751","null","188","null","424","null","79","null","519","89","null","null",
"0500000US27041","Douglas County, Minnesota","17030","null","284","null","15816","null","366","null","105","null","42","null","14101","null","375","null","1610","null","280","null","1214","197","null","null",
"0500000US27043","Faribault County, Minnesota","5979","null","163","null","5269","null","177","null","50","null","21","null","4760","null","174","null","459","null","81","null","710","87","null","null",
"0500000US27045","Fillmore County, Minnesota","8414","null","149","null","7442","null","146","null","80","null","19","null","6785","null","153","null","577","null","76","null","972","93","null","null",
"0500000US27047","Freeborn County, Minnesota","12844","null","225","null","11481","null","281","null","74","null","37","null","10395","null","294","null","1012","null","163","null","1363","179","null","null",
"0500000US27049","Goodhue County, Minnesota","19580","null","239","null","17890","null","308","null","96","null","40","null","17007","null","310","null","787","null","160","null","1690","225","null","null",
"0500000US27051","Grant County, Minnesota","2512","null","83","null","2303","null","82","null","22","null","14","null","2057","null","79","null","224","null","48","null","209","41","null","null",
"0500000US27053","Hennepin County, Minnesota","523528","null","1640","null","499522","null","1923","null","1228","null","215","null","470872","null","2189","null","27422","null","1183","null","24006","1296","null","null",
"0500000US27055","Houston County, Minnesota","8104","null","135","null","7313","null","157","null","33","null","23","null","6814","null","200","null","466","null","114","null","791","125","null","null",
"0500000US27057","Hubbard County, Minnesota","8622","null","202","null","7808","null","207","null","53","null","24","null","7228","null","216","null","527","null","105","null","814","113","null","null",
"0500000US27059","Isanti County, Minnesota","15298","null","193","null","14206","null","229","null","58","null","23","null","13348","null","256","null","800","null","163","null","1092","159","null","null",
"0500000US27061","Itasca County, Minnesota","18210","null","353","null","16380","null","384","null","96","null","52","null","14895","null","411","null","1389","null","180","null","1830","217","null","null",
"0500000US27063","Jackson County, Minnesota","4374","null","129","null","3957","null","141","null","18","null","15","null","3663","null","143","null","276","null","65","null","417","74","null","null",
"0500000US27065","Kanabec County, Minnesota","6471","null","131","null","5718","null","165","null","29","null","17","null","5258","null","182","null","431","null","69","null","753","97","null","null",
"0500000US27067","Kandiyohi County, Minnesota","16926","null","330","null","15637","null","352","null","69","null","24","null","14161","null","331","null","1407","null","223","null","1289","201","null","null",
"0500000US27069","Kittson County, Minnesota","1668","null","70","null","1467","null","63","null","9","null","6","null","1329","null","68","null","129","null","47","null","201","44","null","null",
"0500000US27071","Koochiching County, Minnesota","5663","null","200","null","4992","null","230","null","17","null","14","null","4602","null","236","null","373","null","112","null","671","153","null","null",
"0500000US27073","Lac qui Parle County, Minnesota","2841","null","91","null","2442","null","97","null","14","null","11","null","2279","null","101","null","149","null","36","null","399","50","null","null",
"0500000US27075","Lake County, Minnesota","5031","null","184","null","4481","null","198","null","29","null","23","null","4194","null","210","null","258","null","72","null","550","108","null","null",
"0500000US27077","Lake of the Woods County, Minnesota","1403","null","126","null","1234","null","122","null","3","null","4","null","929","null","128","null","302","null","99","null","169","74","null","null",
"0500000US27079","Le Sueur County, Minnesota","11210","null","139","null","10448","null","166","null","73","null","29","null","9754","null","184","null","621","null","114","null","762","113","null","null",
"0500000US27081","Lincoln County, Minnesota","2438","null","77","null","2128","null","78","null","27","null","11","null","1934","null","75","null","167","null","33","null","310","43","null","null",
"0500000US27083","Lyon County, Minnesota","9849","null","255","null","9152","null","262","null","39","null","26","null","8512","null","287","null","601","null","138","null","697","127","null","null",
"0500000US27085","McLeod County, Minnesota","14614","null","239","null","13359","null","314","null","68","null","35","null","12377","null","322","null","914","null","179","null","1255","217","null","null",
"0500000US27087","Mahnomen County, Minnesota","1863","null","51","null","1579","null","54","null","4","null","4","null","1420","null","54","null","155","null","25","null","284","34","null","null",
"0500000US27089","Marshall County, Minnesota","3698","null","91","null","3294","null","100","null","36","null","16","null","3038","null","98","null","220","null","46","null","404","57","null","null",
"0500000US27091","Martin County, Minnesota","8739","null","278","null","7933","null","330","null","56","null","31","null","7348","null","322","null","529","null","138","null","806","152","null","null",
"0500000US27093","Meeker County, Minnesota","8964","null","152","null","8165","null","171","null","29","null","14","null","7486","null","203","null","650","null","113","null","799","107","null","null",
"0500000US27095","Mille Lacs County, Minnesota","10389","null","188","null","9439","null","197","null","45","null","23","null","8562","null","208","null","832","null","137","null","950","140","null","null",
"0500000US27097","Morrison County, Minnesota","13530","null","180","null","11985","null","262","null","66","null","34","null","10916","null","281","null","1003","null","152","null","1545","182","null","null",
"0500000US27099","Mower County, Minnesota","15596","null","269","null","14274","null","311","null","66","null","32","null","13051","null","315","null","1157","null","190","null","1322","163","null","null",
"0500000US27101","Murray County, Minnesota","3440","null","97","null","3039","null","99","null","18","null","9","null","2660","null","110","null","361","null","70","null","401","51","null","null",
"0500000US27103","Nicollet County, Minnesota","12733","null","320","null","11695","null","343","null","53","null","36","null","10854","null","363","null","788","null","155","null","1038","199","null","null",
"0500000US27105","Nobles County, Minnesota","7606","null","206","null","6894","null","236","null","53","null","29","null","6110","null","221","null","731","null","137","null","712","127","null","null",
"0500000US27107","Norman County, Minnesota","2670","null","78","null","2316","null","90","null","10","null","7","null","2053","null","83","null","253","null","45","null","354","60","null","null",
"0500000US27109","Olmsted County, Minnesota","64611","null","545","null","61304","null","711","null","152","null","86","null","57526","null","764","null","3626","null","470","null","3307","422","null","null",
"0500000US27111","Otter Tail County, Minnesota","24838","null","357","null","22477","null","416","null","165","null","48","null","20291","null","434","null","2021","null","249","null","2361","267","null","null",
"0500000US27113","Pennington County, Minnesota","5987","null","150","null","5559","null","167","null","1","null","2","null","5187","null","186","null","371","null","103","null","428","94","null","null",
"0500000US27115","Pine County, Minnesota","10916","null","279","null","9696","null","280","null","89","null","26","null","8736","null","294","null","871","null","117","null","1220","129","null","null",
"0500000US27117","Pipestone County, Minnesota","3957","null","103","null","3549","null","114","null","6","null","5","null","3227","null","123","null","316","null","66","null","408","80","null","null",
"0500000US27119","Polk County, Minnesota","12363","null","265","null","11182","null","296","null","36","null","20","null","10469","null","340","null","677","null","137","null","1181","180","null","null",
"0500000US27121","Pope County, Minnesota","4892","null","125","null","4393","null","139","null","43","null","20","null","3958","null","147","null","392","null","70","null","499","88","null","null",
"0500000US27123","Ramsey County, Minnesota","215740","null","897","null","203735","null","996","null","782","null","211","null","192387","null","1021","null","10566","null","746","null","12005","612","null","null",
"0500000US27125","Red Lake County, Minnesota","1652","null","50","null","1442","null","59","null","13","null","8","null","1283","null","62","null","146","null","33","null","210","43","null","null",
"0500000US27127","Redwood County, Minnesota","6140","null","144","null","5455","null","148","null","41","null","19","null","4792","null","170","null","622","null","106","null","685","86","null","null",
"0500000US27129","Renville County, Minnesota","5861","null","133","null","5158","null","162","null","12","null","7","null","4436","null","154","null","710","null","105","null","703","90","null","null",
"0500000US27131","Rice County, Minnesota","23078","null","394","null","21399","null","500","null","37","null","21","null","20458","null","484","null","904","null","168","null","1679","277","null","null",
"0500000US27133","Rock County, Minnesota","3921","null","112","null","3614","null","124","null","6","null","7","null","3320","null","139","null","288","null","69","null","307","80","null","null",
"0500000US27135","Roseau County, Minnesota","5689","null","172","null","5244","null","171","null","36","null","17","null","4262","null","172","null","946","null","120","null","445","76","null","null",
"0500000US27137","St. Louis County, Minnesota","85532","null","689","null","77773","null","774","null","405","null","99","null","71800","null","863","null","5568","null","450","null","7759","503","null","null",
"0500000US27139","Scott County, Minnesota","52310","null","366","null","50495","null","452","null","80","null","41","null","48529","null","568","null","1886","null","354","null","1815","245","null","null",
"0500000US27141","Sherburne County, Minnesota","33825","null","380","null","32122","null","504","null","122","null","64","null","30699","null","570","null","1301","null","290","null","1703","272","null","null",
"0500000US27143","Sibley County, Minnesota","5864","null","118","null","5228","null","122","null","29","null","11","null","4686","null","143","null","513","null","94","null","636","79","null","null",
"0500000US27145","Stearns County, Minnesota","60098","null","490","null","56158","null","585","null","295","null","144","null","51803","null","681","null","4060","null","445","null","3940","351","null","null",
"0500000US27147","Steele County, Minnesota","14911","null","182","null","13644","null","243","null","26","null","23","null","12809","null","298","null","809","null","191","null","1267","184","null","null",
"0500000US27149","Stevens County, Minnesota","3764","null","138","null","3507","null","159","null","20","null","21","null","3222","null","155","null","265","null","87","null","257","67","null","null",
"0500000US27151","Swift County, Minnesota","4215","null","110","null","3608","null","136","null","3","null","3","null","3272","null","139","null","333","null","60","null","607","100","null","null",
"0500000US27153","Todd County, Minnesota","9590","null","194","null","8076","null","197","null","75","null","25","null","6929","null","194","null","1072","null","166","null","1514","132","null","null",
"0500000US27155","Traverse County, Minnesota","1424","null","60","null","1216","null","67","null","9","null","7","null","1057","null","65","null","150","null","35","null","208","46","null","null",
"0500000US27157","Wabasha County, Minnesota","9047","null","197","null","8181","null","224","null","32","null","18","null","7511","null","234","null","638","null","109","null","866","137","null","null",
"0500000US27159","Wadena County, Minnesota","5582","null","192","null","4955","null","181","null","23","null","22","null","4472","null","190","null","460","null","93","null","627","109","null","null",
"0500000US27161","Waseca County, Minnesota","7533","null","124","null","6613","null","175","null","42","null","33","null","6194","null","197","null","377","null","97","null","920","140","null","null",
"0500000US27163","Washington County, Minnesota","98647","null","634","null","95041","null","730","null","311","null","88","null","91758","null","825","null","2972","null","442","null","3606","392","null","null",
"0500000US27165","Watonwan County, Minnesota","4272","null","107","null","3874","null","150","null","17","null","10","null","3284","null","179","null","573","null","128","null","398","105","null","null",
"0500000US27167","Wilkin County, Minnesota","2680","null","112","null","2261","null","141","null","12","null","14","null","2046","null","143","null","203","null","70","null","419","97","null","null",
"0500000US27169","Winona County, Minnesota","20109","null","360","null","18907","null","401","null","66","null","24","null","17903","null","405","null","938","null","175","null","1202","209","null","null",
"0500000US27171","Wright County, Minnesota","50290","null","405","null","47456","null","521","null","178","null","66","null","45076","null","600","null","2202","null","396","null","2834","343","null","null",
"0500000US27173","Yellow Medicine County, Minnesota","3941","null","115","null","3522","null","110","null","26","null","14","null","3228","null","110","null","268","null","57","null","419","64","null","null",
"0500000US28001","Adams County, Mississippi","11353","null","443","null","9249","null","489","null","0","null","26","null","8653","null","491","null","596","null","153","null","2104","321","null","null",
"0500000US28003","Alcorn County, Mississippi","14027","null","435","null","11426","null","499","null","49","null","31","null","9887","null","516","null","1490","null","332","null","2601","423","null","null",
"0500000US28005","Amite County, Mississippi","5841","null","257","null","4660","null","342","null","38","null","58","null","3710","null","332","null","912","null","223","null","1181","302","null","null",
"0500000US28007","Attala County, Mississippi","6333","null","256","null","5457","null","300","null","0","null","22","null","4631","null","320","null","826","null","191","null","876","193","null","null",
"0500000US28009","Benton County, Mississippi","2962","null","208","null","2389","null","213","null","3","null","6","null","1676","null","223","null","710","null","199","null","573","158","null","null",
"0500000US28011","Bolivar County, Mississippi","11538","null","345","null","9820","null","417","null","1","null","3","null","8000","null","400","null","1819","null","327","null","1718","218","null","null",
"0500000US28013","Calhoun County, Mississippi","5672","null","171","null","4773","null","199","null","26","null","26","null","4077","null","204","null","670","null","169","null","899","126","null","null",
"0500000US28015","Carroll County, Mississippi","3913","null","296","null","3061","null","335","null","0","null","22","null","2474","null","342","null","587","null","191","null","852","188","null","null",
"0500000US28017","Chickasaw County, Mississippi","6745","null","240","null","5367","null","295","null","16","null","14","null","4323","null","316","null","1028","null","244","null","1378","218","null","null",
"0500000US28019","Choctaw County, Mississippi","3492","null","145","null","2945","null","175","null","10","null","15","null","2509","null","189","null","426","null","111","null","547","124","null","null",
"0500000US28021","Claiborne County, Mississippi","2577","null","190","null","1900","null","201","null","17","null","19","null","1768","null","214","null","115","null","63","null","677","163","null","null",
"0500000US28023","Clarke County, Mississippi","5929","null","251","null","4918","null","281","null","5","null","9","null","4204","null","299","null","709","null","170","null","1011","181","null","null",
"0500000US28025","Clay County, Mississippi","7489","null","260","null","6246","null","342","null","7","null","11","null","5794","null","372","null","445","null","158","null","1243","259","null","null",
"0500000US28027","Coahoma County, Mississippi","8301","null","302","null","6820","null","320","null","32","null","40","null","5673","null","305","null","1115","null","214","null","1481","220","null","null",
"0500000US28029","Copiah County, Mississippi","9711","null","340","null","7763","null","427","null","13","null","17","null","5808","null","433","null","1942","null","298","null","1948","338","null","null",
"0500000US28031","Covington County, Mississippi","6831","null","306","null","5972","null","397","null","142","null","142","null","3988","null","457","null","1842","null","402","null","859","282","null","null",
"0500000US28033","DeSoto County, Mississippi","67024","null","611","null","64010","null","679","null","90","null","80","null","60001","null","790","null","3919","null","596","null","3014","392","null","null",
"0500000US28035","Forrest County, Mississippi","28867","null","572","null","26001","null","670","null","30","null","42","null","22784","null","760","null","3187","null","466","null","2866","451","null","null",
"0500000US28037","Franklin County, Mississippi","3072","null","226","null","2602","null","212","null","18","null","28","null","2448","null","231","null","136","null","71","null","470","138","null","null",
"0500000US28039","George County, Mississippi","8577","null","276","null","7266","null","286","null","108","null","82","null","5989","null","432","null","1169","null","332","null","1311","230","null","null",
"0500000US28041","Greene County, Mississippi","3742","null","301","null","3012","null","306","null","0","null","22","null","2460","null","349","null","552","null","220","null","730","188","null","null",
"0500000US28043","Grenada County, Mississippi","8631","null","358","null","7559","null","375","null","27","null","30","null","6559","null","400","null","973","null","255","null","1072","237","null","null",
"0500000US28045","Hancock County, Mississippi","18864","null","502","null","17282","null","644","null","29","null","37","null","15439","null","665","null","1814","null","520","null","1582","368","null","null",
"0500000US28047","Harrison County, Mississippi","79064","null","845","null","73051","null","1035","null","80","null","43","null","66365","null","1158","null","6606","null","799","null","6013","658","null","null",
"0500000US28049","Hinds County, Mississippi","89891","null","1055","null","80922","null","1307","null","101","null","72","null","75196","null","1322","null","5625","null","560","null","8969","833","null","null",
"0500000US28051","Holmes County, Mississippi","5674","null","244","null","4441","null","266","null","3","null","5","null","3215","null","266","null","1223","null","201","null","1233","214","null","null",
"0500000US28053","Humphreys County, Mississippi","2941","null","120","null","2541","null","137","null","0","null","20","null","2047","null","140","null","494","null","124","null","400","97","null","null",
"0500000US28055","Issaquena County, Mississippi","378","null","62","null","218","null","60","null","0","null","14","null","133","null","40","null","85","null","47","null","160","58","null","null",
"0500000US28057","Itawamba County, Mississippi","8709","null","296","null","7493","null","372","null","14","null","27","null","6517","null","432","null","962","null","274","null","1216","273","null","null",
"0500000US28059","Jackson County, Mississippi","54183","null","677","null","50184","null","835","null","151","null","101","null","45577","null","1085","null","4456","null","696","null","3999","570","null","null",
"0500000US28061","Jasper County, Mississippi","6319","null","248","null","5040","null","381","null","50","null","77","null","3020","null","405","null","1970","null","343","null","1279","294","null","null",
"0500000US28063","Jefferson County, Mississippi","2412","null","900","null","2096","null","798","null","0","null","20","null","2047","null","779","null","49","null","74","null","316","284","null","null",
"0500000US28065","Jefferson Davis County, Mississippi","4305","null","229","null","3495","null","263","null","0","null","22","null","2682","null","256","null","813","null","186","null","810","212","null","null",
"0500000US28067","Jones County, Mississippi","24087","null","496","null","20954","null","620","null","245","null","179","null","15229","null","804","null","5480","null","701","null","3133","496","null","null",
"0500000US28069","Kemper County, Mississippi","3196","null","230","null","2544","null","253","null","0","null","20","null","2002","null","291","null","542","null","218","null","652","198","null","null",
"0500000US28071","Lafayette County, Mississippi","18970","null","704","null","17782","null","770","null","0","null","33","null","16107","null","763","null","1675","null","347","null","1188","280","null","null",
"0500000US28073","Lamar County, Mississippi","24929","null","431","null","23628","null","603","null","0","null","33","null","21476","null","674","null","2152","null","477","null","1301","397","null","null",
"0500000US28075","Lauderdale County, Mississippi","28452","null","534","null","25400","null","653","null","108","null","80","null","22450","null","686","null","2842","null","533","null","3052","397","null","null",
"0500000US28077","Lawrence County, Mississippi","4439","null","214","null","3607","null","224","null","0","null","22","null","2368","null","232","null","1239","null","256","null","832","160","null","null",
"0500000US28079","Leake County, Mississippi","7424","null","265","null","6085","null","303","null","14","null","22","null","5001","null","329","null","1070","null","252","null","1339","246","null","null",
"0500000US28081","Lee County, Mississippi","31674","null","520","null","28008","null","622","null","29","null","23","null","24672","null","710","null","3307","null","493","null","3666","433","null","null",
"0500000US28083","Leflore County, Mississippi","9534","null","358","null","6970","null","398","null","17","null","18","null","4687","null","352","null","2266","null","351","null","2564","308","null","null",
"0500000US28085","Lincoln County, Mississippi","12949","null","412","null","10784","null","538","null","24","null","31","null","9485","null","557","null","1275","null","256","null","2165","452","null","null",
"0500000US28087","Lowndes County, Mississippi","22315","null","549","null","19513","null","585","null","14","null","22","null","18198","null","610","null","1301","null","304","null","2802","332","null","null",
"0500000US28089","Madison County, Mississippi","41805","null","572","null","40067","null","629","null","0","null","33","null","37544","null","927","null","2523","null","642","null","1738","330","null","null",
"0500000US28091","Marion County, Mississippi","9175","null","364","null","7766","null","474","null","10","null","17","null","5964","null","458","null","1792","null","338","null","1409","310","null","null",
"0500000US28093","Marshall County, Mississippi","12542","null","370","null","11087","null","466","null","16","null","25","null","9316","null","494","null","1755","null","321","null","1455","315","null","null",
"0500000US28095","Monroe County, Mississippi","13465","null","350","null","11567","null","400","null","9","null","16","null","10811","null","395","null","747","null","172","null","1898","246","null","null",
"0500000US28097","Montgomery County, Mississippi","3802","null","246","null","3096","null","225","null","16","null","25","null","2577","null","232","null","503","null","143","null","706","199","null","null",
"0500000US28099","Neshoba County, Mississippi","10024","null","265","null","8460","null","298","null","22","null","25","null","7067","null","369","null","1371","null","294","null","1564","256","null","null",
"0500000US28101","Newton County, Mississippi","7533","null","308","null","6443","null","360","null","47","null","59","null","5145","null","368","null","1251","null","285","null","1090","202","null","null",
"0500000US28103","Noxubee County, Mississippi","3657","null","232","null","2884","null","226","null","18","null","25","null","2374","null","254","null","492","null","169","null","773","163","null","null",
"0500000US28105","Oktibbeha County, Mississippi","21011","null","562","null","19172","null","669","null","72","null","59","null","16401","null","737","null","2699","null","532","null","1839","357","null","null",
"0500000US28107","Panola County, Mississippi","12114","null","403","null","9803","null","526","null","66","null","61","null","7945","null","596","null","1792","null","375","null","2311","374","null","null",
"0500000US28109","Pearl River County, Mississippi","20465","null","500","null","18053","null","585","null","33","null","40","null","15987","null","662","null","2033","null","383","null","2412","422","null","null",
"0500000US28111","Perry County, Mississippi","4371","null","226","null","3765","null","268","null","12","null","19","null","3059","null","322","null","694","null","172","null","606","161","null","null",
"0500000US28113","Pike County, Mississippi","14838","null","435","null","12750","null","578","null","67","null","71","null","10285","null","610","null","2398","null","366","null","2088","383","null","null",
"0500000US28115","Pontotoc County, Mississippi","11394","null","303","null","9572","null","426","null","9","null","15","null","7573","null","477","null","1990","null","381","null","1822","311","null","null",
"0500000US28117","Prentiss County, Mississippi","9088","null","385","null","7688","null","462","null","19","null","30","null","6887","null","466","null","782","null","204","null","1400","254","null","null",
"0500000US28119","Quitman County, Mississippi","2596","null","95","null","2011","null","114","null","6","null","8","null","1573","null","141","null","432","null","106","null","585","86","null","null",
"0500000US28121","Rankin County, Mississippi","58297","null","750","null","55245","null","878","null","24","null","27","null","51356","null","1020","null","3865","null","635","null","3052","429","null","null",
"0500000US28123","Scott County, Mississippi","9776","null","297","null","8371","null","335","null","26","null","35","null","6730","null","391","null","1615","null","322","null","1405","242","null","null",
"0500000US28125","Sharkey County, Mississippi","1364","null","130","null","1089","null","129","null","21","null","29","null","820","null","134","null","248","null","88","null","275","87","null","null",
"0500000US28127","Simpson County, Mississippi","9090","null","402","null","7835","null","434","null","53","null","87","null","6275","null","482","null","1507","null","312","null","1255","232","null","null",
"0500000US28129","Smith County, Mississippi","5370","null","251","null","4534","null","305","null","33","null","39","null","2672","null","274","null","1829","null","276","null","836","196","null","null",
"0500000US28131","Stone County, Mississippi","6429","null","339","null","6047","null","315","null","11","null","19","null","5228","null","380","null","808","null","231","null","382","186","null","null",
"0500000US28133","Sunflower County, Mississippi","8073","null","270","null","6638","null","323","null","21","null","22","null","5216","null","360","null","1401","null","230","null","1435","211","null","null",
"0500000US28135","Tallahatchie County, Mississippi","4101","null","216","null","3433","null","231","null","26","null","25","null","2472","null","215","null","935","null","186","null","668","147","null","null",
"0500000US28137","Tate County, Mississippi","10375","null","324","null","8939","null","436","null","79","null","82","null","7928","null","476","null","932","null","253","null","1436","298","null","null",
"0500000US28139","Tippah County, Mississippi","7854","null","432","null","6580","null","498","null","0","null","26","null","5117","null","495","null","1463","null","370","null","1274","252","null","null",
"0500000US28141","Tishomingo County, Mississippi","8030","null","273","null","6915","null","366","null","12","null","15","null","5581","null","356","null","1322","null","264","null","1115","246","null","null",
"0500000US28143","Tunica County, Mississippi","3635","null","195","null","3231","null","242","null","0","null","20","null","2958","null","245","null","273","null","92","null","404","124","null","null",
"0500000US28145","Union County, Mississippi","9880","null","308","null","8580","null","348","null","0","null","26","null","7255","null","400","null","1325","null","241","null","1300","221","null","null",
"0500000US28147","Walthall County, Mississippi","5353","null","351","null","4186","null","377","null","12","null","21","null","3287","null","425","null","887","null","282","null","1167","282","null","null",
"0500000US28149","Warren County, Mississippi","17091","null","481","null","15571","null","512","null","40","null","49","null","13221","null","537","null","2310","null","383","null","1520","250","null","null",
"0500000US28151","Washington County, Mississippi","17376","null","399","null","13935","null","544","null","9","null","14","null","10180","null","525","null","3746","null","403","null","3441","353","null","null",
"0500000US28153","Wayne County, Mississippi","7518","null","331","null","6575","null","344","null","37","null","55","null","5711","null","351","null","827","null","256","null","943","230","null","null",
"0500000US28155","Webster County, Mississippi","3941","null","211","null","3342","null","251","null","0","null","20","null","2859","null","246","null","483","null","157","null","599","145","null","null",
"0500000US28157","Wilkinson County, Mississippi","3316","null","251","null","2584","null","253","null","0","null","20","null","2133","null","257","null","451","null","181","null","732","162","null","null",
"0500000US28159","Winston County, Mississippi","6841","null","266","null","5519","null","309","null","11","null","18","null","4527","null","349","null","981","null","237","null","1322","240","null","null",
"0500000US28161","Yalobusha County, Mississippi","5099","null","299","null","4203","null","318","null","14","null","20","null","3354","null","354","null","835","null","219","null","896","201","null","null",
"0500000US28163","Yazoo County, Mississippi","8645","null","478","null","7099","null","484","null","19","null","33","null","6255","null","505","null","825","null","204","null","1546","252","null","null",
"0500000US29001","Adair County, Missouri","8847","null","336","null","8009","null","345","null","24","null","17","null","6871","null","343","null","1114","null","260","null","838","140","null","null",
"0500000US29003","Andrew County, Missouri","6880","null","165","null","6218","null","216","null","11","null","9","null","5430","null","275","null","777","null","226","null","662","163","null","null",
"0500000US29005","Atchison County, Missouri","2374","null","88","null","2122","null","90","null","3","null","5","null","1836","null","115","null","283","null","64","null","252","52","null","null",
"0500000US29007","Audrain County, Missouri","9032","null","261","null","8052","null","299","null","54","null","43","null","7076","null","309","null","922","null","185","null","980","157","null","null",
"0500000US29009","Barry County, Missouri","13570","null","430","null","12103","null","474","null","36","null","37","null","10309","null","508","null","1758","null","303","null","1467","251","null","null",
"0500000US29011","Barton County, Missouri","4522","null","181","null","3990","null","205","null","12","null","18","null","3620","null","221","null","358","null","94","null","532","122","null","null",
"0500000US29013","Bates County, Missouri","5984","null","179","null","5260","null","210","null","29","null","16","null","4424","null","238","null","807","null","162","null","724","133","null","null",
"0500000US29015","Benton County, Missouri","7891","null","276","null","6812","null","322","null","137","null","85","null","5913","null","357","null","762","null","160","null","1079","214","null","null",
"0500000US29017","Bollinger County, Missouri","3775","null","182","null","3159","null","224","null","4","null","8","null","2820","null","224","null","335","null","90","null","616","138","null","null",
"0500000US29019","Boone County, Missouri","73113","null","786","null","69680","null","925","null","275","null","119","null","63293","null","1033","null","6112","null","636","null","3433","443","null","null",
"0500000US29021","Buchanan County, Missouri","33243","null","483","null","29928","null","609","null","39","null","28","null","26831","null","617","null","3058","null","386","null","3315","399","null","null",
"0500000US29023","Butler County, Missouri","16031","null","438","null","13690","null","523","null","28","null","28","null","12112","null","531","null","1550","null","302","null","2341","369","null","null",
"0500000US29025","Caldwell County, Missouri","3396","null","139","null","2928","null","143","null","12","null","10","null","2627","null","143","null","289","null","79","null","468","80","null","null",
"0500000US29027","Callaway County, Missouri","15814","null","434","null","14696","null","468","null","77","null","55","null","13356","null","469","null","1263","null","232","null","1118","224","null","null",
"0500000US29029","Camden County, Missouri","16216","null","519","null","14862","null","515","null","49","null","49","null","12930","null","565","null","1883","null","302","null","1354","269","null","null",
"0500000US29031","Cape Girardeau County, Missouri","30913","null","520","null","28432","null","649","null","78","null","49","null","26763","null","612","null","1591","null","270","null","2481","438","null","null",
"0500000US29033","Carroll County, Missouri","3339","null","158","null","2964","null","154","null","11","null","8","null","2568","null","159","null","385","null","100","null","375","88","null","null",
"0500000US29035","Carter County, Missouri","1887","null","138","null","1649","null","152","null","1","null","3","null","1487","null","162","null","161","null","85","null","238","70","null","null",
"0500000US29037","Cass County, Missouri","41113","null","379","null","38719","null","526","null","144","null","73","null","35821","null","608","null","2754","null","398","null","2394","377","null","null",
"0500000US29039","Cedar County, Missouri","5504","null","276","null","4783","null","283","null","26","null","32","null","4226","null","300","null","531","null","216","null","721","228","null","null",
"0500000US29041","Chariton County, Missouri","2563","null","120","null","2229","null","117","null","1","null","4","null","2015","null","120","null","213","null","49","null","334","61","null","null",
"0500000US29043","Christian County, Missouri","32631","null","426","null","30919","null","538","null","80","null","56","null","28806","null","594","null","2033","null","324","null","1712","319","null","null",
"0500000US29045","Clark County, Missouri","2364","null","115","null","1983","null","123","null","24","null","17","null","1672","null","130","null","287","null","73","null","381","88","null","null",
"0500000US29047","Clay County, Missouri","98033","null","756","null","93189","null","973","null","118","null","65","null","87401","null","1139","null","5670","null","664","null","4844","543","null","null",
"0500000US29049","Clinton County, Missouri","7946","null","236","null","7090","null","310","null","31","null","25","null","6374","null","310","null","685","null","137","null","856","218","null","null",
"0500000US29051","Cole County, Missouri","29867","null","609","null","27740","null","672","null","94","null","55","null","23226","null","770","null","4420","null","588","null","2127","328","null","null",
